Ad group	Keyword	Currency	Avg. Monthly Searches (exact match only)	Competition	Suggested bid	Impr. share	Organic impr. share	Organic avg. position	In account?	In plan?	Extracted From
Keyword Ideas	decreditos	EUR	10 – 100	0.46	3.03				N	N	
Keyword Ideas	como pedir el prestamo en personal	EUR	0 – 10						N	N	
Keyword Ideas	creditos personales en linea	EUR	10 – 100						N	N	
Keyword Ideas	prestamos urgentes on line	EUR	10 – 100	0.95	1.91				N	N	
Keyword Ideas	requisitos para prestamos	EUR	10 – 100	0.92	1.35				N	N	
Keyword Ideas	prestamos sin veraz	EUR	10 – 100						N	N	
Keyword Ideas	minicreditos rapidos con asnef online	EUR	100 – 1K	0.93	2.58				N	N	
Keyword Ideas	empresas prestamos rapidos	EUR	10 – 100	1.00	4.39				N	N	
Keyword Ideas	préstamo hipotecario	EUR	100 – 1K	0.90	2.54				N	N	
Keyword Ideas	credito empresarial	EUR	10 – 100	0.91	2.91				N	N	
Keyword Ideas	pedir un credito de consumo	EUR	10 – 100						N	N	
Keyword Ideas	pedir mini credito online	EUR	10 – 100	1.00	3.17				N	N	
Keyword Ideas	credito prestamo personal	EUR	10 – 100	0.93	3.17				N	N	
Keyword Ideas	mini creditos instantaneos online	EUR	10 – 100	1.00					N	N	
Keyword Ideas	prestamos y creditos online	EUR	10 – 100	1.00	2.25				N	N	
Keyword Ideas	nuevos prestamos rapidos	EUR	10 – 100	1.00	2.55				N	N	
Keyword Ideas	prestamo familiar	EUR	100 – 1K	0.45	1.07				N	N	
Keyword Ideas	credito s	EUR	10 – 100	0.97	2.48				N	N	
Keyword Ideas	mini credito rapido online	EUR	10 – 100	1.00	2.64				N	N	
Keyword Ideas	mini prestamos al momento	EUR	10 – 100	1.00	2.12				N	N	
Keyword Ideas	prestamos faciles online	EUR	10 – 100	1.00	1.49				N	N	
Keyword Ideas	paginas de creditos rapidos	EUR	10 – 100	0.99	4.16				N	N	
Keyword Ideas	mini creditos ya	EUR	100 – 1K	0.30	2.00				N	N	
Keyword Ideas	creditos de dinero rapidos	EUR	10 – 100						N	N	
Keyword Ideas	pedir un credito online	EUR	10 – 100	0.79	3.47				N	N	
Keyword Ideas	el prestamo	EUR	10 – 100	0.32	1.88				N	N	
Keyword Ideas	microcredito	EUR	100 – 1K	0.91	2.45				N	N	
Keyword Ideas	creditos para pagar a plazos	EUR	10 – 100	0.99	3.95				N	N	
Keyword Ideas	prestamo ya telefono	EUR	10 – 100						N	N	
Keyword Ideas	prestamos urgentes y rapidos	EUR	10 – 100	0.98	2.44				N	N	
Keyword Ideas	paginas de prestamos rapidos	EUR	10 – 100	1.00	3.53				N	N	
Keyword Ideas	prestamos a pagar a plazos	EUR	10 – 100	1.00	1.75				N	N	
Keyword Ideas	creditos rapidos online con asnef	EUR	100 – 1K	0.96	1.82				N	N	
Keyword Ideas	quiero un prestamo rapido	EUR	10 – 100	1.00	2.48				N	N	
Keyword Ideas	interes credito personal	EUR	100 – 1K	0.89	2.60				N	N	
